url_length,count_dots,count_hyphens,count_at,count_question,is_https,keyword_count
29,1,0,0,0,1,0
29,1,0,0,0,1,0
22,1,0,0,0,1,0
26,1,0,0,0,1,0
35,2,2,0,0,1,0
33,2,2,0,0,0,0
37,2,2,0,0,1,1
22,1,0,0,0,1,0
195,5,0,1,1,1,0
150,6,2,1,1,1,0
154,5,2,1,1,1,0
21,1,0,0,0,1,0
25,2,0,0,0,1,0
21,1,0,0,0,1,0
25,2,0,0,0,1,0
34,1,2,0,0,1,0
38,2,2,0,0,1,0
35,2,1,0,0,1,0
27,1,0,0,0,1,0
26,1,0,0,0,1,0
29,1,0,0,0,1,0
28,1,0,0,0,1,0
25,1,0,0,0,1,0
24,1,0,0,0,1,0
25,1,0,0,0,1,0
24,1,0,0,0,1,0
24,1,0,0,0,1,0
23,1,0,0,0,1,0
26,1,0,0,0,1,0
25,1,0,0,0,1,0
24,1,0,0,0,1,0
45,1,0,0,0,1,0
70,3,4,0,0,1,1
54,2,0,0,0,1,0
35,1,0,0,0,1,0
41,3,0,0,1,1,0
22,2,0,0,0,1,0
51,3,0,0,1,1,0
32,2,0,0,0,1,0
46,3,0,0,1,1,0
27,2,0,0,0,1,0
50,3,0,0,1,1,0
31,2,0,0,0,1,0
39,1,0,0,0,1,0
88,2,6,0,0,1,0
63,3,2,1,0,1,0
40,2,3,0,0,1,0
78,3,6,0,0,1,0
32,2,0,0,0,1,0
36,2,0,0,0,1,0
56,1,2,0,0,1,0
60,2,2,0,0,1,0
40,2,0,0,0,0,0
40,2,1,0,0,1,1
32,3,0,0,0,1,0
31,2,1,0,0,1,0
64,2,1,0,0,1,0
65,4,0,1,1,0,0
175,2,1,0,1,1,0
40,2,2,0,0,1,0
183,2,2,0,1,1,0
36,2,1,0,0,1,0
31,2,0,0,0,1,0
29,2,1,0,0,0,0
65,3,1,0,0,0,0
66,3,1,0,0,1,0
51,3,0,0,0,1,0
38,2,0,0,0,1,1
35,2,0,0,0,1,1
19,1,0,0,0,1,0
44,2,2,0,0,1,0
47,2,1,0,0,1,0
118,2,4,0,0,1,0
21,1,1,0,0,0,0
23,1,1,0,0,1,0
37,2,0,0,0,1,0
34,2,1,0,0,1,0
31,2,1,0,0,1,0
40,2,1,0,0,1,0
45,2,3,0,0,1,0
38,2,0,0,0,1,0
41,2,3,0,0,1,0
70,3,1,0,0,1,1
29,2,0,0,0,1,0
32,2,1,0,0,1,0
33,2,1,0,0,1,0
49,3,2,0,0,1,0
43,2,3,0,0,0,0
45,2,3,0,0,1,0
44,2,2,0,0,1,0
42,2,2,0,0,0,0
84,2,0,0,0,1,0
50,3,0,0,0,0,0
51,3,0,0,0,1,0
31,2,2,0,0,1,0
82,4,0,0,0,1,0
37,2,0,0,0,1,1
36,2,0,0,0,0,1
35,2,0,0,0,1,1
37,2,0,0,0,1,0
36,2,1,0,0,1,0
33,2,1,0,0,1,0
43,2,0,0,0,1,0
36,1,1,0,1,1,0
36,2,1,0,0,1,1
287,1,1,0,0,1,0
38,2,0,0,0,1,0
47,2,0,0,0,1,0
48,2,0,0,0,1,0
31,2,0,0,0,1,0
41,2,0,0,0,1,0
30,2,1,0,0,1,0
44,2,1,0,0,1,0
57,3,0,0,0,1,0
38,2,2,0,0,0,0
40,2,2,0,0,1,0
34,3,0,0,0,0,0
35,3,0,0,0,0,0
42,2,0,0,0,0,0
44,2,0,0,0,0,0
44,3,0,0,0,1,0
68,3,1,0,0,1,0
69,3,1,0,0,1,0
30,1,0,0,0,1,0
113,2,1,0,1,1,0
35,1,0,0,0,1,0
99,2,1,0,0,1,0
29,2,0,0,0,1,0
84,2,0,0,0,1,0
33,1,0,0,0,1,0
55,3,0,0,0,1,0
67,4,0,0,0,0,0
30,2,0,0,0,0,0
32,2,0,0,0,1,0
66,3,0,0,0,1,1
158,2,4,0,0,1,1
61,3,2,0,0,1,0
30,1,0,0,0,1,0
28,1,0,0,0,0,0
47,3,3,0,0,1,1
49,3,3,0,0,1,1
42,1,0,0,0,1,0
49,1,0,0,0,1,0
49,1,0,0,0,1,0
49,1,0,0,0,1,0
23,1,0,0,0,1,0
41,3,0,0,0,1,0
98,1,3,0,1,1,0
