url_length,digit_ratio,entropy,count_dots,count_hyphens,count_at,is_https,suspicious_tld,keyword_count
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
30,0.1,4.11440934524794,1,1,0,1,0,0
36,0.08333333333333333,4.1070177095953575,1,1,0,1,0,0
43,0.23255813953488372,4.598133580877986,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
38,0.07894736842105263,4.306494947369445,2,3,0,1,0,0
37,0.0,4.023661393171458,2,1,0,1,0,0
42,0.0,4.311744137415564,2,3,0,1,0,0
158,0.0189873417721519,4.7305913754036615,2,3,0,1,0,0
30,0.1,4.11440934524794,1,1,0,1,0,0
36,0.08333333333333333,4.1070177095953575,1,1,0,1,0,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
43,0.23255813953488372,4.598133580877986,1,0,0,1,1,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
30,0.1,4.11440934524794,1,1,0,1,0,0
36,0.08333333333333333,4.1070177095953575,1,1,0,1,0,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
43,0.23255813953488372,4.598133580877986,1,0,0,1,1,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
30,0.1,4.047742678581273,1,1,0,1,0,0
36,0.08333333333333333,4.051462154039802,1,1,0,1,0,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
43,0.23255813953488372,4.644645208784963,1,0,0,1,1,0
43,0.23255813953488372,4.69115683669194,1,0,0,1,1,0
44,0.0,3.947401504705916,3,1,0,1,0,0
30,0.1,4.047742678581273,1,1,0,1,0,0
36,0.08333333333333333,4.051462154039802,1,1,0,1,0,0
168,0.19047619047619047,5.5272445072540295,3,0,0,1,0,0
37,0.0,4.260279974311012,2,2,0,1,0,1
28,0.03571428571428571,4.253434386188785,1,0,0,1,0,0
45,0.13333333333333333,4.516868585642404,2,2,0,1,0,0
34,0.0,4.1162996057016965,2,0,0,1,0,1
25,0.32,3.7336606896881848,2,0,0,1,1,0
33,0.0,3.593657665390962,2,0,0,1,0,0
41,0.0,4.104281809855788,2,0,0,1,0,0
65,0.0,4.34489762164911,2,0,0,1,0,0
85,0.17647058823529413,4.71607141388009,4,1,1,1,0,0
99,0.21212121212121213,4.763315703550193,3,1,0,1,0,0
41,0.0,4.0226969813692905,1,0,0,0,0,0
32,0.0,4.163909765557391,2,0,0,1,0,0
53,0.0,4.145084314715448,2,0,0,1,0,0
41,0.0,4.259514199528964,2,2,0,1,0,0
40,0.0,4.127567157116929,2,0,0,1,0,0
52,0.057692307692307696,4.1730181418868515,2,0,0,1,0,0
44,0.0,4.062069267379025,2,0,0,1,0,0
30,0.0,4.281727678869736,2,0,0,1,0,0
28,0.0,3.753434386188785,2,0,0,1,0,0
30,0.0,4.028072996388509,2,0,0,1,0,0
28,0.0,4.083616975397233,2,0,0,1,0,0
32,0.0,4.327819531114782,2,0,0,1,0,0
31,0.06451612903225806,4.058246713263736,2,0,0,1,0,0
36,0.0,4.06507951503072,2,0,0,1,0,0
32,0.0,4.155639062229565,2,0,0,1,0,0
32,0.0,4.22640976555739,2,0,0,1,0,0
28,0.0,3.937193208607595,2,0,0,1,0,0
37,0.0,4.391489514102184,2,0,0,1,0,0
85,0.023529411764705882,4.199139242736584,2,3,0,1,0,0
29,0.0,3.8109283062792865,2,1,0,1,0,0
31,0.0,4.018081793978686,2,0,0,1,0,0
40,0.0,4.142896608419109,2,0,0,1,0,0
41,0.0,4.257078456355554,2,0,0,1,0,0
70,0.0,4.205182347029816,2,6,0,1,0,0
30,0.0,4.256564762130954,2,0,0,1,0,0
35,0.0,4.011585431837431,2,1,0,1,0,0
37,0.02702702702702703,4.039609784138565,2,1,0,1,0,0
30,0.0,3.698068512058838,2,1,0,1,0,0
40,0.025,4.0964393446710154,2,1,0,1,0,0
36,0.16666666666666666,4.141604167868595,2,1,0,0,0,0
47,0.40425531914893614,4.424388522342239,2,0,0,0,0,0
76,0.19736842105263158,4.75768565862541,2,5,0,1,0,0
48,0.4166666666666667,4.480388542207534,2,0,0,0,0,0
86,0.1511627906976744,4.755744371879445,2,6,0,0,0,0
34,0.20588235294117646,4.113362385992583,2,0,0,0,0,0
35,0.2,4.343289445392768,2,1,0,0,0,0
43,0.11627906976744186,4.412087069250079,2,1,0,0,0,0
36,0.2222222222222222,4.558813890331201,2,0,0,1,1,0
37,0.1891891891891892,4.409192812265793,2,1,0,0,0,0
43,0.16279069767441862,4.4348882318395235,2,1,0,0,0,0
43,0.16279069767441862,4.376976022637824,2,0,0,0,0,0
53,0.03773584905660377,4.456522756728215,3,0,0,1,0,1
23,0.0,3.8164027166443866,1,0,0,1,0,0
39,0.0,4.009134590379753,2,2,0,1,0,1
23,0.0,3.6753108689123635,1,0,0,1,0,0
28,0.0,3.8787834934861762,1,0,0,1,0,0
