url_length,digit_ratio,entropy,count_dots,count_hyphens,count_at,is_https,suspicious_tld,keyword_count
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.043478260869565216,3.849223912390624,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
32,0.0,3.601409765557392,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.849223912390624,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.795088586397732,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.08695652173913043,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.795088586397732,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.08695652173913043,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.795088586397732,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
28,0.03571428571428571,4.280394654123196,2,0,0,1,0,0
44,0.09090909090909091,4.308768198567056,2,0,0,1,0,0
39,0.02564102564102564,4.201692923824031,2,2,0,1,0,0
42,0.0,4.109595923232873,2,1,0,1,0,0
37,0.0,4.185823555333621,2,0,0,1,0,0
45,0.13333333333333333,4.411204418927659,2,2,0,1,0,0
34,0.029411764705882353,4.124083797069063,2,0,0,1,0,0
44,0.09090909090909091,4.265583322887735,2,2,0,1,0,0
30,0.0,4.0062389286533895,2,0,0,1,0,0
38,0.02631578947368421,4.208196592277086,2,2,0,1,0,0
27,0.0,4.1622949095708766,2,0,0,1,0,0
37,0.0,4.152171866202904,2,0,0,1,0,0
34,0.08823529411764706,4.231009444816112,2,1,0,1,0,0
37,0.16216216216216217,4.3374354600481295,2,2,0,1,0,0
28,0.0,3.967720100474499,2,0,0,1,0,0
48,0.125,4.381328385912462,2,2,0,1,0,0
46,0.13043478260869565,4.398030705821855,2,2,0,1,0,0
52,0.07692307692307693,4.426616045880948,2,3,0,1,0,0
45,0.0,4.163532262755956,2,2,0,1,0,0
34,0.0,4.017917900762097,2,0,0,1,0,0
42,0.09523809523809523,4.28209860175279,2,2,0,1,0,1
40,0.0,4.146439344671017,2,0,0,1,0,1
31,0.0,4.082597923010945,2,0,0,1,0,0
40,0.15,4.384183719779189,2,2,0,1,0,0
37,0.02702702702702703,4.067165189777857,2,2,0,1,0,0
32,0.0,3.949698735173849,2,0,0,1,0,0
37,0.05405405405405406,4.208924987016684,2,1,0,1,0,0
42,0.14285714285714285,4.368042422572714,2,2,0,1,0,0
41,0.14634146341463414,4.375487065435392,2,2,0,1,0,0
42,0.0,4.290777839290892,2,1,0,1,0,0
60,0.0,4.257962312782726,2,1,0,1,0,0
51,0.11764705882352941,4.375582881433895,2,2,0,1,0,0
48,0.125,4.375814583693912,2,2,0,1,0,0
44,0.09090909090909091,4.183546039377807,2,0,0,1,0,0
37,0.0,4.067165189777859,2,1,0,1,0,0
30,0.0,3.6314018453921717,1,0,0,1,0,0
27,0.0,3.806382299406551,1,0,0,1,0,0
29,0.0,3.745406425938248,1,0,0,1,0,0
47,0.0,4.266730872678045,2,1,0,1,0,0
43,0.13953488372093023,4.361742952124949,2,2,0,1,0,0
41,0.14634146341463414,4.308294687333843,2,2,0,1,0,0
33,0.0,3.8391081341821707,2,0,0,1,0,0
48,0.125,4.3553885422075345,2,2,0,1,0,0
40,0.15,4.234183719779189,2,2,0,1,0,0
39,0.05128205128205128,4.138503348267361,2,0,0,1,0,0
47,0.1276595744680851,4.420882202419248,2,2,0,1,0,0
33,0.0,4.222593650305007,2,1,0,1,0,1
46,0.021739130434782608,4.438428326472369,2,2,0,1,0,0
41,0.14634146341463414,4.375487065435392,2,2,0,1,0,0
50,0.12,4.350435500513583,2,2,0,1,0,0
31,0.0,4.002268084440846,2,0,0,1,0,0
39,0.15384615384615385,4.336182987871122,2,2,0,1,0,0
41,0.0,4.210733711724087,2,0,0,1,0,1
33,0.0,4.043801694853792,2,0,0,1,0,0
35,0.0,4.150292659616669,2,0,0,1,0,0
31,0.0,3.913400745661379,2,0,0,1,0,0
42,0.14285714285714285,4.350068910616441,2,2,0,1,0,0
45,0.13333333333333333,4.341310040533734,2,2,0,1,0,0
44,0.13636363636363635,4.379664004902594,2,2,0,1,0,0
48,0.08333333333333333,4.375814583693913,2,3,0,1,0,0
34,0.0,4.094097032108654,2,0,0,1,0,0
40,0.025,4.246439344671017,2,1,0,1,0,0
40,0.05,4.225070520364183,2,1,0,1,0,0
37,0.16216216216216217,4.188522622093347,2,2,0,1,0,0
35,0.0,4.193429088311724,2,0,0,1,0,1
36,0.0,3.9511943630832236,2,0,0,1,0,0
73,0.2191780821917808,4.9603916004984505,2,1,0,1,0,0
334,0.23053892215568864,5.125246100019502,9,0,0,1,0,0
43,0.0,3.7860478939351023,2,3,0,1,0,0
38,0.0,3.7543778423340206,2,1,0,1,0,0
47,0.0,3.6164274914691092,2,2,0,1,0,0
46,0.0,3.926084924418665,2,3,0,1,0,0
39,0.0,3.6784526172453997,2,3,0,1,0,0
43,0.13953488372093023,4.138262941091536,2,2,0,1,0,0
33,0.0,4.066677073707229,2,0,0,1,0,0
35,0.0,4.068728288980288,2,2,0,1,0,0
32,0.0,3.890319531114783,2,1,0,1,0,0
36,0.0,4.051462154039802,2,2,0,1,0,0
33,0.030303030303030304,4.0895524525606675,2,1,0,1,0,0
56,0.0,4.167203646486812,3,1,0,1,0,1
46,0.0,4.037938120673592,2,1,0,1,0,0
54,0.09259259259259259,4.660083511815994,2,1,0,1,0,0
55,0.12727272727272726,4.556194659247311,2,1,0,1,0,0
27,0.1111111111111111,3.9121138909722286,2,0,0,1,0,0
26,0.0,3.7483286603655754,1,0,0,1,0,0
48,0.0,4.04329583405449,4,1,0,0,0,0
31,0.0,3.667928472292449,2,0,0,0,0,0
35,0.0,3.8401568604088596,2,0,0,1,0,0
43,0.0,3.949293242973564,2,0,0,1,0,1
32,0.0,3.804229296672175,2,0,0,0,0,1
36,0.0,3.9057645846554534,2,0,0,1,0,1
37,0.0,3.992708770800467,2,3,0,1,0,0
39,0.0,3.832298771091554,2,1,0,1,0,0
38,0.0,3.865576855207248,2,1,0,1,0,0
25,0.0,3.463465189601646,1,0,0,0,0,0
29,0.0,4.1162646156680225,2,0,0,1,0,0
43,0.023255813953488372,4.315231324217974,2,2,0,1,0,1
21,0.09523809523809523,3.535174565635903,1,1,0,0,0,0
56,0.0,4.277913127562165,2,0,0,1,0,0
27,0.0,3.7541634277688805,1,0,0,1,0,0
38,0.0,3.9682119744148827,2,1,0,1,0,0
105,0.13333333333333333,5.1820166236506795,2,0,1,1,0,0
69,0.2318840579710145,4.738302174981295,3,3,0,1,0,1
35,0.11428571428571428,4.6074355167595265,1,0,0,1,0,0
113,0.08849557522123894,5.296108966975437,2,3,0,1,0,0
99,0.10101010101010101,5.237372151667242,2,3,0,1,0,0
53,0.18867924528301888,4.357256248636893,7,1,0,0,0,0
78,0.41025641025641024,4.71463932277223,3,1,0,1,0,0
22,0.0,3.913977073182752,1,1,0,1,0,0
33,0.0,3.945464952495108,2,0,0,0,0,0
28,0.14285714285714285,4.396291529045929,1,0,0,1,0,0
70,0.0,4.221213196192994,3,2,0,1,0,0
59,0.3389830508474576,4.598768372042274,3,1,0,1,0,0
92,0.06521739130434782,5.156274456689394,3,2,0,1,0,0
175,0.07428571428571429,5.497452540439506,2,4,0,1,0,0
41,0.07317073170731707,4.289882797037173,2,0,0,1,0,0
99,0.0707070707070707,5.238542635516874,2,0,0,1,0,0
84,0.08333333333333333,5.184865970811849,2,0,0,1,0,0
84,0.05952380952380952,5.179062625180725,2,1,0,1,0,0
84,0.11904761904761904,5.200186881261883,2,1,0,1,0,0
84,0.08333333333333333,5.21304777961255,2,1,0,1,0,0
84,0.08333333333333333,5.259943428983954,2,0,0,1,0,0
84,0.09523809523809523,4.990548304185254,2,2,0,1,0,0
84,0.14285714285714285,5.123229816420097,2,1,0,1,0,0
84,0.08333333333333333,5.145850465585454,2,0,0,1,0,0
84,0.13095238095238096,5.101798041898903,2,1,0,1,0,0
84,0.08333333333333333,5.136863709607319,2,0,0,1,0,0
84,0.09523809523809523,5.064662143342192,2,0,0,1,0,0
84,0.10714285714285714,5.056448382200611,2,0,0,1,0,0
84,0.14285714285714285,5.348880035972277,2,0,0,1,0,0
84,0.047619047619047616,5.131443577561678,2,0,0,1,0,0
84,0.09523809523809523,5.061478732995179,2,0,0,1,0,0
84,0.13095238095238096,5.1673906014742235,2,1,0,1,0,0
84,0.03571428571428571,5.039356226448469,2,1,0,1,0,0
84,0.10714285714285714,5.124418691064262,2,3,0,1,0,0
84,0.047619047619047616,5.124418691064261,2,1,0,1,0,0
84,0.10714285714285714,5.1673906014742235,2,0,0,1,0,0
84,0.10714285714285714,5.185364113430497,2,2,0,1,0,0
84,0.07142857142857142,5.247307786262283,2,0,0,1,0,0
84,0.10714285714285714,5.265779440837204,2,1,0,1,0,0
84,0.14285714285714285,5.076799643445215,2,0,0,1,0,0
84,0.09523809523809523,5.120960428499342,2,3,0,1,0,0
84,0.047619047619047616,4.992735429294972,2,0,0,1,0,0
84,0.08333333333333333,5.070190636755408,2,1,0,1,0,0
84,0.05952380952380952,4.945614524294571,2,1,0,1,0,0
84,0.08333333333333333,5.166201726830058,2,0,0,1,0,0
84,0.09523809523809523,5.1006091672547385,2,1,0,1,0,0
84,0.07142857142857142,5.074837773964492,2,1,0,1,0,0
84,0.10714285714285714,5.17787375053656,2,0,0,1,0,0
84,0.05952380952380952,5.111973672521205,2,0,0,1,0,0
84,0.08333333333333333,5.14941708951795,2,0,0,1,0,0
84,0.047619047619047616,5.085786399423351,2,0,0,1,0,0
84,0.09523809523809523,5.138052584251483,2,2,0,1,0,0
84,0.07142857142857142,5.183402243949776,2,0,0,1,0,0
84,0.09523809523809523,5.2310212915688235,2,2,0,1,0,0
84,0.08333333333333333,5.045192238301718,2,0,0,1,0,0
84,0.10714285714285714,5.314587363100419,2,0,0,1,0,0
84,0.05952380952380952,5.125607565708427,2,0,0,1,0,0
84,0.07142857142857142,5.153756708287001,2,2,0,1,0,0
84,0.03571428571428571,5.17787375053656,2,1,0,1,0,0
84,0.09523809523809523,5.060015006133106,2,0,0,1,0,0
46,0.0,4.381620107948735,3,1,0,1,0,0
26,0.0,4.209867121904037,1,1,0,1,0,0
64,0.046875,4.550093945008263,2,0,0,1,0,0
101,0.09900990099009901,4.71414776816261,1,4,0,1,0,0
51,0.0,4.179504450061344,4,0,0,1,0,0
43,0.023255813953488372,4.295353348118593,5,0,0,1,0,0
43,0.046511627906976744,4.341864976025571,5,0,0,1,0,0
387,0.1343669250645995,5.917182493049261,1,1,0,1,0,0
31,0.0,4.042433003725895,2,1,0,1,0,0
112,0.16071428571428573,4.726715688241334,2,13,0,1,0,0
26,0.0,3.5654483718208265,1,0,0,1,0,0
26,0.0,3.6864194113487736,1,1,0,1,0,0
36,0.0,4.05953143335795,2,1,0,1,0,0
36,0.0,4.009523959475165,1,3,0,1,0,0
48,0.0,4.1339470738098125,2,3,0,1,0,0
47,0.0,4.147376820030454,2,3,0,1,0,0
22,0.0,3.9362600275315276,1,1,0,1,0,0
36,0.0,4.176190626141832,2,1,0,1,0,0
40,0.0,4.158694969562844,3,1,0,1,0,0
49,0.2653061224489796,4.494427130042125,2,1,0,0,0,0
92,0.14130434782608695,4.631658559879716,2,8,0,1,0,0
48,0.0625,4.318421094065506,2,3,0,1,0,0
57,0.05263157894736842,4.615625488107652,3,2,0,1,0,0
34,0.0,4.138502179294741,2,1,0,1,0,0
33,0.0,4.165013816065912,2,1,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.08695652173913043,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.8492239123906247,2,0,0,1,0,0
23,0.0,3.8492239123906247,2,0,0,1,0,0
23,0.0,3.8492239123906247,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.795088586397733,2,0,0,1,0,0
23,0.043478260869565216,3.795088586397732,2,0,0,1,0,0
23,0.08695652173913043,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.849223912390624,2,0,0,1,0,0
23,0.0,3.6753108689123635,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.642489673166126,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.795088586397733,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.6753108689123635,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514934,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.849223912390624,2,0,0,1,0,0
23,0.08695652173913043,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.043478260869565216,3.9690016298759927,2,0,0,1,0,0
23,0.08695652173913043,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.7622673906514943,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
23,0.0,3.8492239123906247,2,0,0,1,0,0
23,0.0,3.795088586397732,2,0,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
23,0.0,3.8820451081368623,2,0,0,1,0,0
24,0.0,3.6887218755408684,2,0,0,1,0,0
30,0.0,3.939572261986723,2,0,0,1,0,1
24,0.041666666666666664,3.9387218755408675,2,0,0,1,0,0
21,0.047619047619047616,3.9394709940012875,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.9394709940012875,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.9394709940012875,1,1,0,1,0,0
21,0.047619047619047616,3.9394709940012875,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.9394709940012875,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.6537567082870006,1,1,0,1,0,0
21,0.047619047619047616,3.713047779612549,1,1,0,1,0,0
21,0.047619047619047616,3.748994803525096,1,1,0,1,0,0
21,0.09523809523809523,3.653756708287001,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.713047779612549,1,1,0,1,0,0
21,0.0,3.6178096843744547,1,1,0,1,0,0
21,0.0,3.713047779612549,1,1,0,1,0,0
21,0.0,3.617809684374455,1,1,0,1,0,0
21,0.0,3.6178096843744547,1,1,0,1,0,0
21,0.0,3.713047779612549,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.713047779612549,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.09523809523809523,3.7489948035250964,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.6897037321995465,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.6897037321995465,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.748994803525096,1,1,0,1,0,0
21,0.047619047619047616,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.6897037321995465,1,1,0,1,0,0
21,0.0,3.6537567082870006,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250964,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.6897037321995465,1,1,0,1,0,0
21,0.0,3.713047779612549,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.047619047619047616,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.09523809523809523,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.713047779612549,1,1,0,1,0,0
21,0.0,3.7489948035250955,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
26,0.0,4.026986833359288,1,1,0,1,0,0
25,0.0,3.973660689688185,1,1,0,1,0,1
22,0.045454545454545456,4.152391277629867,1,0,0,1,0,0
22,0.09090909090909091,4.061482186720776,1,0,0,1,0,0
22,0.0,3.970573095811685,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
22,0.0,4.152391277629867,1,0,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
22,0.0,4.152391277629867,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
22,0.0,4.152391277629867,1,0,0,1,0,0
22,0.045454545454545456,4.152391277629867,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
22,0.0,4.152391277629867,1,0,0,1,0,0
22,0.045454545454545456,4.061482186720776,1,0,0,1,0,0
28,0.07142857142857142,4.324862957617357,1,0,0,1,0,0
22,0.045454545454545456,3.8796640049025943,1,0,0,1,0,0
22,0.045454545454545456,3.936260027531528,1,0,0,1,0,0
